14 7:23.62286318
14 8:13.031922
14 9:30.16175963
14 10:38.45595914
14 11:32.34730046
14 12:30.27105542
14 13:31.64658831
14 14:24.56777919
14 15:11.89335925
14 16:23.20063116
14 17:17.09083633
14 18:28.26807725
14 19:12.3121436
14 20:8.54940566
14 21:15.96187939
14 22:20.06145558
14 23:25.88686564
14 24:22.80466138
15 1:38.52695449
15 2:43.75363767
15 3:34.5187096
15 4:36.84526962
15 5:30.21316892
15 6:37.4115192
15 7:27.57220066
15 8:24.60094404
15 9:18.08616493
15 10:26.38492435
15 11:20.26138722
15 12:18.18514006
15 13:19.70030414
15 14:12.57325121
15 15:8.14504411
15 16:11.30964396
15 17:11.98078676
15 18:39.41643484
15 19:23.4000596
15 20:20.1047652
15 21:4.07089313
15 22:8.42460975
15 23:13.7962667
15 24:12.79074877
16 1:35.53469321
16 2:29.52343026
16 3:39.24246201
16 4:22.90955485
16 5:34.85072364
16 6:43.33223801
16 7:32.45333366
16 8:30.66888215
16 9:24.39139708
16 10:9.49517972
16 11:5.35576838
16 12:3.27901709
16 13:6.48270458
16 14:18.86010129
16 15:19.72336961
16 16:8.09725658
16 17:31.75634613
16 18:42.20082479
16 19:26.24036113
16 20:27.42358541
16 21:15.61384394
16 22:15.79643994
16 23:7.55008402
16 24:15.97146565
17 1:41.30929299
17 2:37.59521458
17 3:37.09450335
17 4:30.98069415
17 5:32.79243087
17 6:39.951578
17 7:30.25296623
17 8:27.06521933
17 9:20.76877273
17 10:17.56488818
17 11:13.42593281
17 12:11.34918162
17 13:8.08054333
17 14:15.25571569
17 15:11.31673854
17 16:14.74868651
17 17:23.29515326
17 18:42.99303847
17 19:34.64532991
17 20:31.49099848
17 21:7.24406665
17 22:19.84165235
17 23:15.87830599
17 24:24.22478375
18 1:34.17391766
18 2:28.16356004
18 3:37.77230558
18 4:21.54968441
18 5:33.32986193
18 6:41.81717237
18 7:30.95721763
18 8:33.95984786
18 9:23.09102791
18 10:8.13530935
18 11:2.15525612
18 12:4.49119405
18 13:3.28207986
18 14:22.14367511
18 15:18.23150418
18 16:11.36894997
18 17:30.40335436
18 18:38.79374492
18 19:23.04035702
18 20:24.22349575
18 21:14.0082219
18 22:12.5963765
18 23:4.35008214
18 24:12.77146256
19 1:42.63564337
19 2:42.23960206
19 3:38.60741443
19 4:35.61488085
19 5:34.30184074
19 6:41.50386911
19 7:31.66171151
19 8:28.68418568
19 9:22.17564774
19 10:22.17916242
19 11:16.04513893
19 12:13.96889149
19 13:15.59550227
19 14:16.66272652
19 15:4.07505037
19 16:7.24112937
19 17:16.05346414
19 18:43.55580507
19 19:27.60059911
19 20:24.19655139
19 21:8.1549123
19 22:12.52467768
19 23:9.57649862
19 24:17.15532149
20 1:38.45158725
20 2:32.43513083
20 3:41.81426593
20 4:25.82125676
20 5:37.61332294
20 6:37.44963578
20 7:35.23780748
20 8:38.41907868
20 9:27.40975503
20 10:12.40688166
20 11:6.42682847
20 12:4.35058801
20 13:7.55365265
20 14:26.42145705
20 15:13.84273549
20 16:15.89876902
20 17:26.01930078
20 18:34.41239264
20 19:18.69198809
20 20:19.8751266
20 21:9.61578923
20 22:8.24800738
20 23:8.62746247
20 24:8.4230936
21 1:37.02407923
21 2:40.95767921
21 3:33.01531708
21 4:34.16549165
21 5:37.39142813
21 6:28.9864927
21 7:40.02605075
21 8:36.11248167
21 9:30.90016333
21 10:20.75110693
21 11:14.7710537
21 12:12.69481329
21 13:15.8978791
21 14:25.33841261
21 15:12.76656078
21 16:24.17860814
21 17:22.90768924
21 18:25.95328145
21 19:10.23289293
21 20:14.20845117
21 21:17.1260316
21 22:4.36490637
21 23:8.34593845
21 24:8.73313188
22 1:41.64706884
22 2:40.66160783
22 3:37.61866352
22 4:34.03721877
22 5:38.88502001
22 6:33.5676989
22 7:35.98747509
22 8:33.00912807
22 9:26.48728331
22 10:20.62268727
22 11:14.64263304
22 12:12.56639262
22 13:15.76951979
22 14:20.97304305
22 15:8.40214466
22 16:19.81047848
22 17:20.14901976
22 18:30.53435646
22 19:14.81396749
22 20:11.46079923
22 21:12.49733653
22 22:8.73631234
22 23:8.21751762
22 24:4.36663554
23 1:30.56165373
23 2:36.56275299
23 3:26.55358507
23 4:41.70303097
23 5:30.07355521
23 6:22.52064039
23 7:32.4383977
23 8:21.56874388
23 9:38.27075144
23 10:32.14399298
23 11:26.16393999
23 12:24.08769969
23 13:27.29085227
23 14:32.69266917
23 15:19.97852118
23 16:31.35746699
23 17:8.5368031
23 18:19.48731956
23 19:3.76693066
23 20:7.49334374
23 21:24.06590201
23 22:11.35088463
23 23:19.73882467
23 24:14.09528733
24 1:26.79466868
24 2:32.79561692
24 3:22.78660002
24 4:38.80817099
24 5:27.12922298
24 6:18.7577918
24 7:29.49405974
24 8:25.31001536
24 9:39.37150696
24 10:30.86893486
24 11:24.88888327
24 12:22.81264286
24 13:26.01570967
24 14:35.9239954
24 15:23.22762677
24 16:34.45134328
24 17:12.26255634
24 18:15.7245806
24 19:7.49271874
24 20:3.72994595
24 21:27.42346016
24 22:14.66341824
24 23:18.46376806
24 24:10.0831177
